,id,filename,topic,iteration,buf_size
0,uark8675aesirpresence11_89693_713195500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
1,uark8675aesirpresence12_89694_720237900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
2,uark8675aesirpresence11_89694_720479400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
3,uark8675aesirpresence13_89695_716937500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence13,1,192
4,uark8675aesirpresence11_89695_732031100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
5,uark8675aesirpresence14_89696_707076800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence14,1,192
6,uark8675aesirpresence12_89696_722266500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
7,uark8675aesirpresence11_89696_737952200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
8,uark8675aesirpresence15_89697_720177800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence15,1,192
9,uark8675aesirpresence11_89697_751163200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
10,uark8675aesirpresence21_89698_691385800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence21,1,192
11,uark8675aesirpresence13_89698_722797200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence13,1,192
12,uark8675aesirpresence12_89698_723161000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
13,uark8675aesirpresence11_89698_753306400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
14,uark8675aesirpresence22_89699_698550100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence22,1,192
15,uark8675aesirpresence11_89699_760134400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
16,uark8675aesirpresence23_89700_694344500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence23,1,192
17,uark8675aesirpresence14_89700_709696000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence14,1,192
18,uark8675aesirpresence12_89700_724975700,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
19,uark8675aesirpresence11_89700_771989100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
20,uark8675aesirpresence24_89701_694146400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence24,1,192
21,uark8675aesirpresence13_89701_725823000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence13,1,192
22,uark8675aesirpresence11_89701_772345800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
23,uark8675aesirpresence25_89702_696724700,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence25,1,192
24,uark8675aesirpresence15_89702_728351800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence15,1,192
25,uark8675aesirpresence12_89702_728510200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
26,uark8675aesirpresence11_89702_775833100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
27,uark8675aesirpresence31_89703_704811200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence31,1,192
28,uark8675aesirpresence11_89703_781915700,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
29,uark8675aesirpresence21_89704_693110100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence21,1,192
30,uark8675aesirpresence32_89704_693337900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence32,1,192
31,uark8675aesirpresence14_89704_723926400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence14,1,192
32,uark8675aesirpresence13_89704_743016700,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence13,1,192
33,uark8675aesirpresence12_89704_743170400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
34,uark8675aesirpresence11_89704_789657500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
35,uark8675aesirpresence33_89705_700986600,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence33,1,192
36,uark8675aesirpresence11_89705_794876600,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
37,uark8675aesirpresence34_89706_695238300,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence34,1,192
38,uark8675aesirpresence22_89706_710467900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence22,1,192
39,uark8675aesirpresence12_89706_757523300,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
40,uark8675aesirpresence11_89706_803777400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
41,uark8675aesirpresence35_89707_702120100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence35,1,192
42,uark8675aesirpresence15_89707_733694000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence15,1,192
43,uark8675aesirpresence13_89707_749083800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence13,1,192
44,uark8675aesirpresence11_89707_810452800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
45,uark8675aesirpresence23_89708_697802200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence23,1,192
46,uark8675aesirpresence41_89708_713763900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence41,1,192
47,uark8675aesirpresence14_89708_729575100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence14,1,192
48,uark8675aesirpresence12_89708_760392200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
49,uark8675aesirpresence11_89708_821252600,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
50,uark8675aesirpresence42_89709_706597800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence42,1,192
51,uark8675aesirpresence11_89709_831955700,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
52,uark8675aesirpresence21_89710_698075900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence21,1,192
53,uark8675aesirpresence24_89710_698259100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence24,1,192
54,uark8675aesirpresence43_89710_714127300,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence43,1,192
55,uark8675aesirpresence13_89710_762747900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence13,1,192
56,uark8675aesirpresence12_89710_762971500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
57,uark8675aesirpresence11_89710_840657700,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
58,uark8675aesirpresence44_89711_712579900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence44,1,192
59,uark8675aesirpresence11_89711_852607200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
60,uark8675aesirpresence25_89712_712072100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence25,1,192
61,uark8675aesirpresence45_89712_712319500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence45,1,192
62,uark8675aesirpresence14_89712_743060900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence14,1,192
63,uark8675aesirpresence15_89712_743230500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence15,1,192
64,uark8675aesirpresence12_89712_774081700,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
65,uark8675aesirpresence11_89712_866989300,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
66,uark8675aesirpresence51_89713_689356300,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence51,1,192
67,uark8675aesirpresence22_89713_719923200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence22,1,192
68,uark8675aesirpresence13_89713_766393300,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence13,1,192
69,uark8675aesirpresence11_89713_881154600,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
70,uark8675aesirpresence52_89714_702566200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence52,1,192
71,uark8675aesirpresence31_89714_718074200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence31,1,192
72,uark8675aesirpresence12_89714_780264600,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
73,uark8675aesirpresence11_89714_890465400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
74,uark8675aesirpresence53_89715_697770100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence53,1,192
75,uark8675aesirpresence11_89715_897954700,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
76,uark8675aesirpresence54_89716_692249800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence54,1,192
77,uark8675aesirpresence32_89716_707395200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence32,1,192
78,uark8675aesirpresence23_89716_707544000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence23,1,192
79,uark8675aesirpresence21_89716_707598600,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence21,1,192
80,uark8675aesirpresence14_89716_753362600,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence14,1,192
81,uark8675aesirpresence13_89716_768616900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence13,1,192
82,uark8675aesirpresence12_89716_784261100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
83,uark8675aesirpresence11_89716_908503700,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
84,uark8675aesirpresence55_89717_695870300,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence55,1,192
85,uark8675aesirpresence15_89717_743154200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence15,1,192
86,uark8675aesirpresence11_89717_913790900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
87,uark8675aesirpresence33_89718_711166200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence33,1,192
88,uark8675aesirpresence12_89718_787767100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
89,uark8675aesirpresence11_89718_928491000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
90,uark8675aesirpresence24_89719_701985500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence24,1,192
91,uark8675aesirpresence13_89719_779447700,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence13,1,192
92,uark8675aesirpresence11_89719_936394100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
93,uark8675aesirpresence34_89720_709959700,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence34,1,192
94,uark8675aesirpresence22_89720_725102000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence22,1,192
95,uark8675aesirpresence14_89720_756728900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence14,1,192
96,uark8675aesirpresence12_89720_787633000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
97,uark8675aesirpresence11_89720_940496200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
98,uark8675aesirpresence11_89721_950595100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
99,uark8675aesirpresence35_89722_714063500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence35,1,192
100,uark8675aesirpresence21_89722_714224100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence21,1,192
101,uark8675aesirpresence25_89722_714280800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence25,1,192
102,uark8675aesirpresence15_89722_744586500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence15,1,192
103,uark8675aesirpresence13_89722_791745500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence13,1,192
104,uark8675aesirpresence12_89722_791865700,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
105,uark8675aesirpresence11_89722_962179300,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
106,uark8675aesirpresence11_89723_963097500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
107,uark8675aesirpresence23_89724_716868600,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence23,1,192
108,uark8675aesirpresence41_89724_717028600,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence41,1,192
109,uark8675aesirpresence14_89724_763517800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence14,1,192
110,uark8675aesirpresence12_89724_794135800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
111,uark8675aesirpresence11_89724_975399400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
112,uark8675aesirpresence31_89725_732603500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence31,1,192
113,uark8675aesirpresence13_89725_794623000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence13,1,192
114,uark8675aesirpresence11_89725_988469700,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
115,uark8675aesirpresence42_89726_711786200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence42,1,192
116,uark8675aesirpresence12_89726_803774700,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
117,uark8675aesirpresence11_89726_989032600,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
118,uark8675aesirpresence22_89727_726093200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence22,1,192
119,uark8675aesirpresence15_89727_757840200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence15,1,192
120,uark8675aesirpresence11_89727_990241000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
121,uark8675aesirpresence24_89728_715598300,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence24,1,192
122,uark8675aesirpresence32_89728_715776900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence32,1,192
123,uark8675aesirpresence43_89728_715837300,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence43,1,192
124,uark8675aesirpresence21_89728_715881400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence21,1,192
125,uark8675aesirpresence14_89728_772385400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence14,1,192
126,uark8675aesirpresence13_89728_803590100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence13,1,192
127,uark8675aesirpresence12_89728_803799200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
128,uark8675aesirpresence11_89729_2577400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
129,uark8675aesirpresence11_89730_12233700,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
130,uark8675aesirpresence44_89730_715508300,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence44,1,192
131,uark8675aesirpresence12_89730_807199000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
132,uark8675aesirpresence11_89731_20523400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
133,uark8675aesirpresence33_89731_717435100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence33,1,192
134,uark8675aesirpresence13_89731_811110100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence13,1,192
135,uark8675aesirpresence11_89732_21409600,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
136,uark8675aesirpresence45_89732_713842900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence45,1,192
137,uark8675aesirpresence25_89732_714013800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence25,1,192
138,uark8675aesirpresence23_89732_729146000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence23,1,192
139,uark8675aesirpresence15_89732_759857500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence15,1,192
140,uark8675aesirpresence14_89732_775201900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence14,1,192
141,uark8675aesirpresence12_89732_810905100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
142,uark8675aesirpresence11_89733_21227500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
143,uark8675aesirpresence11_89734_29126700,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
144,uark8675aesirpresence51_89734_692041400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence51,1,192
145,uark8675aesirpresence34_89734_714062100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence34,1,192
146,uark8675aesirpresence21_89734_730117500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence21,1,192
147,uark8675aesirpresence22_89734_730267000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence22,1,192
148,uark8675aesirpresence12_89734_819447800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
149,uark8675aesirpresence13_89734_819582900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence13,1,192
150,uark8675aesirpresence11_89735_36662000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
151,uark8675aesirpresence11_89736_42073000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
152,uark8675aesirpresence52_89736_714879400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence52,1,192
153,uark8675aesirpresence31_89736_745670600,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence31,1,192
154,uark8675aesirpresence14_89736_776845400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence14,1,192
155,uark8675aesirpresence12_89736_824107600,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
156,uark8675aesirpresence11_89737_57899900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
157,uark8675aesirpresence35_89737_719741300,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence35,1,192
158,uark8675aesirpresence24_89737_719902900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence24,1,192
159,uark8675aesirpresence15_89737_766430800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence15,1,192
160,uark8675aesirpresence13_89737_829030400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence13,1,192
161,uark8675aesirpresence11_89738_62131200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
162,uark8675aesirpresence53_89738_704966700,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence53,1,192
163,uark8675aesirpresence12_89738_829664900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
164,uark8675aesirpresence11_89739_69622900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
165,uark8675aesirpresence11_89740_84643100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
166,uark8675aesirpresence54_89740_706011400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence54,1,192
167,uark8675aesirpresence32_89740_722267200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence32,1,192
168,uark8675aesirpresence41_89740_722422500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence41,1,192
169,uark8675aesirpresence23_89740_738247000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence23,1,192
170,uark8675aesirpresence21_89740_738470600,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence21,1,192
171,uark8675aesirpresence14_89740_784074700,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence14,1,192
172,uark8675aesirpresence13_89740_830917000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence13,1,192
173,uark8675aesirpresence12_89740_831043300,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
174,uark8675aesirpresence11_89741_96439800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
175,uark8675aesirpresence22_89741_733609200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence22,1,192
176,uark8675aesirpresence11_89742_108516300,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
177,uark8675aesirpresence55_89742_708260700,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence55,1,192
178,uark8675aesirpresence25_89742_724068200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence25,1,192
179,uark8675aesirpresence15_89742_770161400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence15,1,192
180,uark8675aesirpresence12_89742_833387600,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
181,uark8675aesirpresence11_89743_113146800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
182,uark8675aesirpresence42_89743_725173000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence42,1,192
183,uark8675aesirpresence13_89743_834268400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence13,1,192
184,uark8675aesirpresence11_89744_123983600,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
185,uark8675aesirpresence33_89744_723827800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence33,1,192
186,uark8675aesirpresence14_89744_786459900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence14,1,192
187,uark8675aesirpresence12_89744_848031400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
188,uark8675aesirpresence11_89745_129549500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
189,uark8675aesirpresence11_89746_143636100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
190,uark8675aesirpresence43_89746_716884700,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence43,1,192
191,uark8675aesirpresence24_89746_732177200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence24,1,192
192,uark8675aesirpresence21_89746_747621200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence21,1,192
193,uark8675aesirpresence13_89746_840841700,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence13,1,192
194,uark8675aesirpresence12_89746_856244100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
195,uark8675aesirpresence11_89747_152892600,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
196,uark8675aesirpresence31_89747_757771900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence31,1,192
197,uark8675aesirpresence15_89747_773152800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence15,1,192
198,uark8675aesirpresence11_89748_160501500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
199,uark8675aesirpresence34_89748_721582300,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence34,1,192
200,uark8675aesirpresence22_89748_737259000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence22,1,192
201,uark8675aesirpresence23_89748_753259000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence23,1,192
202,uark8675aesirpresence14_89748_799521000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence14,1,192
203,uark8675aesirpresence12_89748_861306100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
204,uark8675aesirpresence11_89749_172641400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
205,uark8675aesirpresence44_89749_718789300,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence44,1,192
206,uark8675aesirpresence13_89749_842909400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence13,1,192
207,uark8675aesirpresence11_89750_175192800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
208,uark8675aesirpresence12_89750_867433900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
209,uark8675aesirpresence11_89751_177090500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
210,uark8675aesirpresence11_89752_184795800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
211,uark8675aesirpresence45_89752_727876100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence45,1,192
212,uark8675aesirpresence35_89752_728356900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence35,1,192
213,uark8675aesirpresence32_89752_728441700,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence32,1,192
214,uark8675aesirpresence25_89752_728486100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence25,1,192
215,uark8675aesirpresence21_89752_758264900,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence21,1,192
216,uark8675aesirpresence15_89752_773566000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence15,1,192
217,uark8675aesirpresence14_89752_805040400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence14,1,192
218,uark8675aesirpresence13_89752_851092000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence13,1,192
219,uark8675aesirpresence12_89752_882328500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
220,uark8675aesirpresence11_89753_196146200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
221,uark8675aesirpresence11_89754_201197100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
222,uark8675aesirpresence12_89754_887046100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
223,uark8675aesirpresence11_89755_214200400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
224,uark8675aesirpresence51_89755_705256000,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence51,1,192
225,uark8675aesirpresence24_89755_736376800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence24,1,192
226,uark8675aesirpresence22_89755_751542100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence22,1,192
227,uark8675aesirpresence13_89755_862556500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence13,1,192
228,uark8675aesirpresence11_89756_218066100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
229,uark8675aesirpresence41_89756_730769100,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence41,1,192
230,uark8675aesirpresence23_89756_762491300,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence23,1,192
231,uark8675aesirpresence14_89756_809347200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence14,1,192
232,uark8675aesirpresence12_89756_902310400,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
233,uark8675aesirpresence11_89757_228904700,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
234,uark8675aesirpresence33_89757_725020500,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence33,1,192
235,uark8675aesirpresence15_89757_786737200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence15,1,192
236,uark8675aesirpresence11_89758_238618600,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
237,uark8675aesirpresence52_89758_721613300,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence52,1,192
238,uark8675aesirpresence31_89758_768261200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence31,1,192
239,uark8675aesirpresence21_89758_768421600,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence21,1,192
240,uark8675aesirpresence13_89758_876682300,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence13,1,192
241,uark8675aesirpresence12_89758_907560300,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence12,1,192
242,uark8675aesirpresence11_89759_251056800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
243,uark8675aesirpresence11_89760_251161200,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence11,1,192
244,uark8675aesirpresence42_89760_736243800,emitter_pushSplice_192_110223_1.csv,uark8675aesirpresence42,1,192
