,id,filename,topic,iteration,duration
129,uark8675aesirpresence11_52567_546558800,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
130,uark8675aesirpresence44_52568_406642800,emitter_naive_15_103123_1.csv,uark8675aesirpresence44,1,15
131,uark8675aesirpresence12_52568_500473700,emitter_naive_15_103123_1.csv,uark8675aesirpresence12,1,15
132,uark8675aesirpresence11_52568_546983500,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
133,uark8675aesirpresence33_52569_407451000,emitter_naive_15_103123_1.csv,uark8675aesirpresence33,1,15
134,uark8675aesirpresence13_52569_423150200,emitter_naive_15_103123_1.csv,uark8675aesirpresence13,1,15
135,uark8675aesirpresence11_52569_547751100,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
136,uark8675aesirpresence25_52570_407384200,emitter_naive_15_103123_1.csv,uark8675aesirpresence25,1,15
137,uark8675aesirpresence45_52570_407547300,emitter_naive_15_103123_1.csv,uark8675aesirpresence45,1,15
138,uark8675aesirpresence23_52570_422939300,emitter_naive_15_103123_1.csv,uark8675aesirpresence23,1,15
139,uark8675aesirpresence15_52570_423026500,emitter_naive_15_103123_1.csv,uark8675aesirpresence15,1,15
140,uark8675aesirpresence14_52570_438713700,emitter_naive_15_103123_1.csv,uark8675aesirpresence14,1,15
141,uark8675aesirpresence12_52570_501044200,emitter_naive_15_103123_1.csv,uark8675aesirpresence12,1,15
142,uark8675aesirpresence11_52570_547955300,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
143,uark8675aesirpresence11_52571_548283900,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
144,uark8675aesirpresence51_52572_392164500,emitter_naive_15_103123_1.csv,uark8675aesirpresence51,1,15
145,uark8675aesirpresence34_52572_408124500,emitter_naive_15_103123_1.csv,uark8675aesirpresence34,1,15
146,uark8675aesirpresence22_52572_423786700,emitter_naive_15_103123_1.csv,uark8675aesirpresence22,1,15
147,uark8675aesirpresence21_52572_424530100,emitter_naive_15_103123_1.csv,uark8675aesirpresence21,1,15
148,uark8675aesirpresence13_52572_424836000,emitter_naive_15_103123_1.csv,uark8675aesirpresence13,1,15
149,uark8675aesirpresence12_52572_501696700,emitter_naive_15_103123_1.csv,uark8675aesirpresence12,1,15
150,uark8675aesirpresence11_52572_548603100,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
151,uark8675aesirpresence11_52573_550536200,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
152,uark8675aesirpresence52_52574_395084900,emitter_naive_15_103123_1.csv,uark8675aesirpresence52,1,15
153,uark8675aesirpresence31_52574_426232800,emitter_naive_15_103123_1.csv,uark8675aesirpresence31,1,15
154,uark8675aesirpresence14_52574_441794200,emitter_naive_15_103123_1.csv,uark8675aesirpresence14,1,15
155,uark8675aesirpresence12_52574_504183000,emitter_naive_15_103123_1.csv,uark8675aesirpresence12,1,15
156,uark8675aesirpresence11_52574_551164700,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
157,uark8675aesirpresence35_52575_428514900,emitter_naive_15_103123_1.csv,uark8675aesirpresence35,1,15
158,uark8675aesirpresence24_52575_429061600,emitter_naive_15_103123_1.csv,uark8675aesirpresence24,1,15
159,uark8675aesirpresence15_52575_429304400,emitter_naive_15_103123_1.csv,uark8675aesirpresence15,1,15
160,uark8675aesirpresence13_52575_429946100,emitter_naive_15_103123_1.csv,uark8675aesirpresence13,1,15
161,uark8675aesirpresence11_52575_553723400,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
162,uark8675aesirpresence53_52576_397449100,emitter_naive_15_103123_1.csv,uark8675aesirpresence53,1,15
163,uark8675aesirpresence12_52576_507010700,emitter_naive_15_103123_1.csv,uark8675aesirpresence12,1,15
164,uark8675aesirpresence11_52576_554205200,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
165,uark8675aesirpresence11_52577_569857200,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
166,uark8675aesirpresence54_52578_398422800,emitter_naive_15_103123_1.csv,uark8675aesirpresence54,1,15
167,uark8675aesirpresence41_52578_429933400,emitter_naive_15_103123_1.csv,uark8675aesirpresence41,1,15
168,uark8675aesirpresence32_52578_430700300,emitter_naive_15_103123_1.csv,uark8675aesirpresence32,1,15
169,uark8675aesirpresence23_52578_431115100,emitter_naive_15_103123_1.csv,uark8675aesirpresence23,1,15
170,uark8675aesirpresence21_52578_431345300,emitter_naive_15_103123_1.csv,uark8675aesirpresence21,1,15
171,uark8675aesirpresence13_52578_431515100,emitter_naive_15_103123_1.csv,uark8675aesirpresence13,1,15
172,uark8675aesirpresence14_52578_445221400,emitter_naive_15_103123_1.csv,uark8675aesirpresence14,1,15
173,uark8675aesirpresence12_52578_507794800,emitter_naive_15_103123_1.csv,uark8675aesirpresence12,1,15
174,uark8675aesirpresence11_52578_570147400,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
175,uark8675aesirpresence22_52579_430327800,emitter_naive_15_103123_1.csv,uark8675aesirpresence22,1,15
176,uark8675aesirpresence11_52579_570924300,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
177,uark8675aesirpresence55_52580_399848000,emitter_naive_15_103123_1.csv,uark8675aesirpresence55,1,15
178,uark8675aesirpresence25_52580_415396100,emitter_naive_15_103123_1.csv,uark8675aesirpresence25,1,15
179,uark8675aesirpresence15_52580_431256400,emitter_naive_15_103123_1.csv,uark8675aesirpresence15,1,15
180,uark8675aesirpresence12_52580_509288000,emitter_naive_15_103123_1.csv,uark8675aesirpresence12,1,15
181,uark8675aesirpresence11_52580_572616200,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
182,uark8675aesirpresence42_52581_419240100,emitter_naive_15_103123_1.csv,uark8675aesirpresence42,1,15
183,uark8675aesirpresence13_52581_434716200,emitter_naive_15_103123_1.csv,uark8675aesirpresence13,1,15
184,uark8675aesirpresence11_52581_576298800,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
185,uark8675aesirpresence33_52582_409194200,emitter_naive_15_103123_1.csv,uark8675aesirpresence33,1,15
186,uark8675aesirpresence14_52582_455887500,emitter_naive_15_103123_1.csv,uark8675aesirpresence14,1,15
187,uark8675aesirpresence12_52582_519046900,emitter_naive_15_103123_1.csv,uark8675aesirpresence12,1,15
188,uark8675aesirpresence11_52582_581466600,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
189,uark8675aesirpresence11_52583_588388300,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
190,uark8675aesirpresence43_52584_421518100,emitter_naive_15_103123_1.csv,uark8675aesirpresence43,1,15
191,uark8675aesirpresence24_52584_437442000,emitter_naive_15_103123_1.csv,uark8675aesirpresence24,1,15
192,uark8675aesirpresence21_52584_438274700,emitter_naive_15_103123_1.csv,uark8675aesirpresence21,1,15
193,uark8675aesirpresence13_52584_439083200,emitter_naive_15_103123_1.csv,uark8675aesirpresence13,1,15
194,uark8675aesirpresence12_52584_531368300,emitter_naive_15_103123_1.csv,uark8675aesirpresence12,1,15
195,uark8675aesirpresence11_52584_593991700,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
196,uark8675aesirpresence31_52585_438998700,emitter_naive_15_103123_1.csv,uark8675aesirpresence31,1,15
197,uark8675aesirpresence15_52585_439156400,emitter_naive_15_103123_1.csv,uark8675aesirpresence15,1,15
198,uark8675aesirpresence11_52585_595348500,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
199,uark8675aesirpresence34_52586_410243300,emitter_naive_15_103123_1.csv,uark8675aesirpresence34,1,15
200,uark8675aesirpresence22_52586_441541500,emitter_naive_15_103123_1.csv,uark8675aesirpresence22,1,15
201,uark8675aesirpresence23_52586_441659400,emitter_naive_15_103123_1.csv,uark8675aesirpresence23,1,15
202,uark8675aesirpresence14_52586_457128700,emitter_naive_15_103123_1.csv,uark8675aesirpresence14,1,15
203,uark8675aesirpresence12_52586_535656600,emitter_naive_15_103123_1.csv,uark8675aesirpresence12,1,15
204,uark8675aesirpresence11_52586_598076600,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
205,uark8675aesirpresence44_52587_414611900,emitter_naive_15_103123_1.csv,uark8675aesirpresence44,1,15
206,uark8675aesirpresence13_52587_446823300,emitter_naive_15_103123_1.csv,uark8675aesirpresence13,1,15
207,uark8675aesirpresence11_52587_603455400,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
208,uark8675aesirpresence12_52588_544903700,emitter_naive_15_103123_1.csv,uark8675aesirpresence12,1,15
209,uark8675aesirpresence11_52588_607157700,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
210,uark8675aesirpresence11_52589_608896100,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
211,uark8675aesirpresence45_52590_422137100,emitter_naive_15_103123_1.csv,uark8675aesirpresence45,1,15
212,uark8675aesirpresence25_52590_422659200,emitter_naive_15_103123_1.csv,uark8675aesirpresence25,1,15
213,uark8675aesirpresence35_52590_437992500,emitter_naive_15_103123_1.csv,uark8675aesirpresence35,1,15
214,uark8675aesirpresence32_52590_438477700,emitter_naive_15_103123_1.csv,uark8675aesirpresence32,1,15
215,uark8675aesirpresence21_52590_453607800,emitter_naive_15_103123_1.csv,uark8675aesirpresence21,1,15
216,uark8675aesirpresence15_52590_454080800,emitter_naive_15_103123_1.csv,uark8675aesirpresence15,1,15
217,uark8675aesirpresence13_52590_454339400,emitter_naive_15_103123_1.csv,uark8675aesirpresence13,1,15
218,uark8675aesirpresence14_52590_469340500,emitter_naive_15_103123_1.csv,uark8675aesirpresence14,1,15
219,uark8675aesirpresence12_52590_547195100,emitter_naive_15_103123_1.csv,uark8675aesirpresence12,1,15
220,uark8675aesirpresence11_52590_609619000,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
221,uark8675aesirpresence11_52591_610623100,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
222,uark8675aesirpresence12_52592_548848700,emitter_naive_15_103123_1.csv,uark8675aesirpresence12,1,15
223,uark8675aesirpresence11_52592_611202800,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
224,uark8675aesirpresence51_52593_396313300,emitter_naive_15_103123_1.csv,uark8675aesirpresence51,1,15
225,uark8675aesirpresence24_52593_443297500,emitter_naive_15_103123_1.csv,uark8675aesirpresence24,1,15
226,uark8675aesirpresence22_52593_443842200,emitter_naive_15_103123_1.csv,uark8675aesirpresence22,1,15
227,uark8675aesirpresence13_52593_459397100,emitter_naive_15_103123_1.csv,uark8675aesirpresence13,1,15
228,uark8675aesirpresence11_52593_616717600,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
229,uark8675aesirpresence41_52594_436491700,emitter_naive_15_103123_1.csv,uark8675aesirpresence41,1,15
230,uark8675aesirpresence23_52594_452153400,emitter_naive_15_103123_1.csv,uark8675aesirpresence23,1,15
231,uark8675aesirpresence14_52594_483436500,emitter_naive_15_103123_1.csv,uark8675aesirpresence14,1,15
232,uark8675aesirpresence12_52594_562032500,emitter_naive_15_103123_1.csv,uark8675aesirpresence12,1,15
233,uark8675aesirpresence11_52594_625068200,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
234,uark8675aesirpresence33_52595_414476200,emitter_naive_15_103123_1.csv,uark8675aesirpresence33,1,15
235,uark8675aesirpresence15_52595_461885200,emitter_naive_15_103123_1.csv,uark8675aesirpresence15,1,15
236,uark8675aesirpresence11_52595_634372100,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
237,uark8675aesirpresence52_52596_403960500,emitter_naive_15_103123_1.csv,uark8675aesirpresence52,1,15
238,uark8675aesirpresence31_52596_450800400,emitter_naive_15_103123_1.csv,uark8675aesirpresence31,1,15
239,uark8675aesirpresence21_52596_466446700,emitter_naive_15_103123_1.csv,uark8675aesirpresence21,1,15
240,uark8675aesirpresence13_52596_466988000,emitter_naive_15_103123_1.csv,uark8675aesirpresence13,1,15
241,uark8675aesirpresence12_52596_576048400,emitter_naive_15_103123_1.csv,uark8675aesirpresence12,1,15
242,uark8675aesirpresence11_52596_638405500,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
243,uark8675aesirpresence11_52597_642031000,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
244,uark8675aesirpresence42_52598_429236100,emitter_naive_15_103123_1.csv,uark8675aesirpresence42,1,15
245,uark8675aesirpresence14_52598_491660600,emitter_naive_15_103123_1.csv,uark8675aesirpresence14,1,15
246,uark8675aesirpresence12_52598_586957100,emitter_naive_15_103123_1.csv,uark8675aesirpresence12,1,15
247,uark8675aesirpresence11_52598_650055800,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
248,uark8675aesirpresence53_52599_404477100,emitter_naive_15_103123_1.csv,uark8675aesirpresence53,1,15
249,uark8675aesirpresence13_52599_467168900,emitter_naive_15_103123_1.csv,uark8675aesirpresence13,1,15
250,uark8675aesirpresence11_52599_654867600,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
251,uark8675aesirpresence34_52600_421772400,emitter_naive_15_103123_1.csv,uark8675aesirpresence34,1,15
252,uark8675aesirpresence25_52600_422017900,emitter_naive_15_103123_1.csv,uark8675aesirpresence25,1,15
253,uark8675aesirpresence22_52600_453629800,emitter_naive_15_103123_1.csv,uark8675aesirpresence22,1,15
254,uark8675aesirpresence15_52600_469468400,emitter_naive_15_103123_1.csv,uark8675aesirpresence15,1,15
255,uark8675aesirpresence12_52600_594745500,emitter_naive_15_103123_1.csv,uark8675aesirpresence12,1,15
256,uark8675aesirpresence11_52600_657688900,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
257,uark8675aesirpresence11_52601_659844600,emitter_naive_15_103123_1.csv,uark8675aesirpresence11,1,15
